100026.txt,	Final cells: 889
850628.txt,	Final cells: 229202
850629.txt,	Final cells: 161213
850630.txt,	Final cells: 161136
85069.txt,	Final cells: 248773
85110.txt,	Final cells: 6681
85111.txt,	Final cells: 13463
85112.txt,	Final cells: 159
85113.txt,	Final cells: 17111
85114.txt,	Final cells: 6574
85116.txt,	Final cells: 47869
85152.txt,	Final cells: 33330
852087.txt,	Final cells: 23663
852088.txt,	Final cells: 18812
852089.txt,	Final cells: 1743
852175.txt,	Final cells: 1469
852184.txt,	Final cells: 22882
85245.txt,	Final cells: 296827
852620.txt,	Final cells: 1250862
85379.txt,	Final cells: 49677
85430.txt,	Final cells: 21126
85440.txt,	Final cells: 844
85493.txt,	Final cells: 4741
85495.txt,	Final cells: 6715
85534.txt,	Final cells: 327422
85537.txt,	Final cells: 970985
85538.txt,	Final cells: 1164028
85539.txt,	Final cells: 955120
85540.txt,	Final cells: 1555676
85546.txt,	Final cells: 962376
85549.txt,	Final cells: 753833
85550.txt,	Final cells: 681
85580.txt,	Final cells: 798
856325.txt,	Final cells: 1662
856326.txt,	Final cells: 270
856327.txt,	Final cells: 86672
856328.txt,	Final cells: 268
856330.txt,	Final cells: 16872
856331.txt,	Final cells: 108541
856332.txt,	Final cells: 359662
856333.txt,	Final cells: 58021
856334.txt,	Final cells: 39816
856335.txt,	Final cells: 532683
856336.txt,	Final cells: 700708
85659.txt,	Final cells: 103
85699.txt,	Final cells: 1515178
85758.txt,	Final cells: 407878
85770.txt,	Final cells: 334
85774.txt,	Final cells: 6563
85790.txt,	Final cells: 76103
85797.txt,	Final cells: 3733
85798.txt,	Final cells: 27453
85799.txt,	Final cells: 5056
85800.txt,	Final cells: 34674
85826.txt,	Final cells: 562
85860.txt,	Final cells: 2750
85881.txt,	Final cells: 34874
85882.txt,	Final cells: 53677
858851.txt,	Final cells: 26092
858852.txt,	Final cells: 10995
858853.txt,	Final cells: 125
858854.txt,	Final cells: 7368
858855.txt,	Final cells: 17817
858856.txt,	Final cells: 16241
858857.txt,	Final cells: 51508
85886.txt,	Final cells: 35793
85887.txt,	Final cells: 166218
859651.txt,	Final cells: 651591
859652.txt,	Final cells: 616451
859653.txt,	Final cells: 637476
859654.txt,	Final cells: 345381
859655.txt,	Final cells: 462592
859656.txt,	Final cells: 789367
860049.txt,	Final cells: 201956
860050.txt,	Final cells: 442
86127.txt,	Final cells: 34027
86160.txt,	Final cells: 346857
86163.txt,	Final cells: 944596
86164.txt,	Final cells: 687853
86233.txt,	Final cells: 6792
86235.txt,	Final cells: 12637
86236.txt,	Final cells: 15510
86238.txt,	Final cells: 4935
86239.txt,	Final cells: 27364
86240.txt,	Final cells: 2019
86241.txt,	Final cells: 30216
86242.txt,	Final cells: 4627
86250.txt,	Final cells: 413865
862678.txt,	Final cells: 46609
86324.txt,	Final cells: 424410
86379.txt,	Final cells: 752564
86593.txt,	Final cells: 14476
86648.txt,	Final cells: 91214
866924.txt,	Final cells: 934561
866925.txt,	Final cells: 952743
86848.txt,	Final cells: 465970
86849.txt,	Final cells: 20389
87043.txt,	Final cells: 227237
87075.txt,	Final cells: 6143
87077.txt,	Final cells: 6158
87151.txt,	Final cells: 228192
87183.txt,	Final cells: 1692516
87296.txt,	Final cells: 6737
87343.txt,	Final cells: 271291
87344.txt,	Final cells: 104537
87345.txt,	Final cells: 300983
87355.txt,	Final cells: 78222
87366.txt,	Final cells: 18620
87370.txt,	Final cells: 732521
873822.txt,	Final cells: 110684
87391.txt,	Final cells: 1684
87392.txt,	Final cells: 3154
87393.txt,	Final cells: 3406
87394.txt,	Final cells: 14516
87395.txt,	Final cells: 4500
87396.txt,	Final cells: 10641
87397.txt,	Final cells: 2975
87398.txt,	Final cells: 4860
87429.txt,	Final cells: 3363
87430.txt,	Final cells: 1936
87431.txt,	Final cells: 2446
87432.txt,	Final cells: 2027
87519.txt,	Final cells: 45524
87520.txt,	Final cells: 119702
87521.txt,	Final cells: 277012
87522.txt,	Final cells: 118503
87599.txt,	Final cells: 18215
87601.txt,	Final cells: 91024
87602.txt,	Final cells: 60298
87603.txt,	Final cells: 68329
87657.txt,	Final cells: 35382
87659.txt,	Final cells: 3630
87660.txt,	Final cells: 87082
87662.txt,	Final cells: 18769
87687.txt,	Final cells: 1718286
87688.txt,	Final cells: 1164067
87689.txt,	Final cells: 1170887
87690.txt,	Final cells: 1128979
87718.txt,	Final cells: 2475
87719.txt,	Final cells: 2972
87720.txt,	Final cells: 1225
87721.txt,	Final cells: 4827
87825.txt,	Final cells: 14850
87863.txt,	Final cells: 15401
88024.txt,	Final cells: 65773
88053.txt,	Final cells: 496972
88147.txt,	Final cells: 2653
88148.txt,	Final cells: 3669
88152.txt,	Final cells: 39585
88156.txt,	Final cells: 41372
881800.txt,	Final cells: 202313
88379.txt,	Final cells: 163345
88380.txt,	Final cells: 66037
88381.txt,	Final cells: 10766
88382.txt,	Final cells: 36895
88383.txt,	Final cells: 45619
88384.txt,	Final cells: 15837
885246.txt,	Final cells: 118214
88564.txt,	Final cells: 110592
88565.txt,	Final cells: 110702
88566.txt,	Final cells: 14670
88567.txt,	Final cells: 8699
88568.txt,	Final cells: 89693
88572.txt,	Final cells: 16159
88577.txt,	Final cells: 144173
88578.txt,	Final cells: 141904
88579.txt,	Final cells: 69119
88580.txt,	Final cells: 68113
88581.txt,	Final cells: 69060
885948.txt,	Final cells: 53942
88614.txt,	Final cells: 9610
88615.txt,	Final cells: 2584
88616.txt,	Final cells: 5462
88626.txt,	Final cells: 68186
88628.txt,	Final cells: 2058
88654.txt,	Final cells: 296009
886948.txt,	Final cells: 216010
88720.txt,	Final cells: 86739
887959.txt,	Final cells: 560132
888452.txt,	Final cells: 43015
888454.txt,	Final cells: 1297847
888455.txt,	Final cells: 434092
888456.txt,	Final cells: 438390
888457.txt,	Final cells: 1449636
888459.txt,	Final cells: 23330
888460.txt,	Final cells: 43128
888461.txt,	Final cells: 84221
888462.txt,	Final cells: 22692
888463.txt,	Final cells: 1443820
888464.txt,	Final cells: 1297702
88855.txt,	Final cells: 287575
88857.txt,	Final cells: 319485
88953.txt,	Final cells: 72995
88991.txt,	Final cells: 213582
89163.txt,	Final cells: 113074
89221.txt,	Final cells: 769792
89266.txt,	Final cells: 268173
89415.txt,	Final cells: 1601
89416.txt,	Final cells: 714
89417.txt,	Final cells: 9737
89418.txt,	Final cells: 7149
89420.txt,	Final cells: 3318
89421.txt,	Final cells: 3974
89422.txt,	Final cells: 921
89448.txt,	Final cells: 795
89449.txt,	Final cells: 3445
89450.txt,	Final cells: 93211
89451.txt,	Final cells: 16806
89474.txt,	Final cells: 361466
894828.txt,	Final cells: 22410
894829.txt,	Final cells: 32101
894830.txt,	Final cells: 41512
894831.txt,	Final cells: 52054
894832.txt,	Final cells: 63770
894833.txt,	Final cells: 33671
894834.txt,	Final cells: 44168
894835.txt,	Final cells: 61402
894836.txt,	Final cells: 73048
89517.txt,	Final cells: 13114
89518.txt,	Final cells: 5183
89519.txt,	Final cells: 2639
89523.txt,	Final cells: 2965
89525.txt,	Final cells: 4530
89527.txt,	Final cells: 165
89528.txt,	Final cells: 250
89535.txt,	Final cells: 1109
89538.txt,	Final cells: 6671
89539.txt,	Final cells: 3129
89540.txt,	Final cells: 3739
89541.txt,	Final cells: 6678
89542.txt,	Final cells: 3739
896329.txt,	Final cells: 56272
89634.txt,	Final cells: 28838
89802.txt,	Final cells: 24354
89855.txt,	Final cells: 2579
89895.txt,	Final cells: 6169
89911.txt,	Final cells: 603
89912.txt,	Final cells: 640
89913.txt,	Final cells: 689
89914.txt,	Final cells: 732
90064.txt,	Final cells: 114747
90088.txt,	Final cells: 1866
90089.txt,	Final cells: 1858
901212.txt,	Final cells: 21481
901213.txt,	Final cells: 119303
901214.txt,	Final cells: 116377
90151.txt,	Final cells: 5859921
90207.txt,	Final cells: 16552
90223.txt,	Final cells: 110
90224.txt,	Final cells: 52
90225.txt,	Final cells: 413
90226.txt,	Final cells: 172
90247.txt,	Final cells: 177048
90248.txt,	Final cells: 276578
90273.txt,	Final cells: 42452
90275.txt,	Final cells: 115439
90276.txt,	Final cells: 179690
90277.txt,	Final cells: 13216
90279.txt,	Final cells: 114
90280.txt,	Final cells: 114
90281.txt,	Final cells: 114
90282.txt,	Final cells: 114
90283.txt,	Final cells: 2000
90286.txt,	Final cells: 831
90287.txt,	Final cells: 78592
903533.txt,	Final cells: 4060
90358.txt,	Final cells: 35353
90359.txt,	Final cells: 88065
90429.txt,	Final cells: 8957
90430.txt,	Final cells: 569
90431.txt,	Final cells: 3972
90432.txt,	Final cells: 2485
90433.txt,	Final cells: 5405
90434.txt,	Final cells: 9312
90435.txt,	Final cells: 818
90437.txt,	Final cells: 235
90439.txt,	Final cells: 10172
90440.txt,	Final cells: 78275
90441.txt,	Final cells: 1376
90442.txt,	Final cells: 31060
90443.txt,	Final cells: 29905
904472.txt,	Final cells: 297
904473.txt,	Final cells: 191
904474.txt,	Final cells: 9083
904475.txt,	Final cells: 6330
904476.txt,	Final cells: 283
904477.txt,	Final cells: 5898
904478.txt,	Final cells: 1285
904479.txt,	Final cells: 6330
904480.txt,	Final cells: 9259
904481.txt,	Final cells: 8687
904505.txt,	Final cells: 3495
904506.txt,	Final cells: 4929
904507.txt,	Final cells: 27897
904508.txt,	Final cells: 13312
904509.txt,	Final cells: 36247
904510.txt,	Final cells: 30820
905406.txt,	Final cells: 218480
905407.txt,	Final cells: 209082
906183.txt,	Final cells: 6972
906184.txt,	Final cells: 9112
906185.txt,	Final cells: 25642
906186.txt,	Final cells: 8683
90687.txt,	Final cells: 2706
90688.txt,	Final cells: 6539
906891.txt,	Final cells: 178369
90736.txt,	Final cells: 178737
90788.txt,	Final cells: 137980
90791.txt,	Final cells: 2106
90792.txt,	Final cells: 572
90794.txt,	Final cells: 6867
908189.txt,	Final cells: 71795
908459.txt,	Final cells: 222813
908460.txt,	Final cells: 222546
908835.txt,	Final cells: 327593
90889.txt,	Final cells: 240613
90951.txt,	Final cells: 34027
90979.txt,	Final cells: 733510
90980.txt,	Final cells: 15220
91006.txt,	Final cells: 122428
91007.txt,	Final cells: 7334
91012.txt,	Final cells: 135471
91013.txt,	Final cells: 95641
91023.txt,	Final cells: 12854
91024.txt,	Final cells: 13794
91025.txt,	Final cells: 11485
91026.txt,	Final cells: 30603
91032.txt,	Final cells: 73080
91060.txt,	Final cells: 172833
91112.txt,	Final cells: 15636
91113.txt,	Final cells: 24942
91115.txt,	Final cells: 48276
91117.txt,	Final cells: 452839
91118.txt,	Final cells: 8396
91119.txt,	Final cells: 23041
91120.txt,	Final cells: 51035
91122.txt,	Final cells: 24746
91123.txt,	Final cells: 25659
91124.txt,	Final cells: 26815
91138.txt,	Final cells: 740
91139.txt,	Final cells: 871
91140.txt,	Final cells: 143
91141.txt,	Final cells: 2395
91142.txt,	Final cells: 24
91143.txt,	Final cells: 357
91144.txt,	Final cells: 1171
91145.txt,	Final cells: 381
91146.txt,	Final cells: 563
91147.txt,	Final cells: 1671
91204.txt,	Final cells: 1172
91205.txt,	Final cells: 1650
91206.txt,	Final cells: 1157
91207.txt,	Final cells: 7167
91223.txt,	Final cells: 10332
91224.txt,	Final cells: 4535
91280.txt,	Final cells: 102921
91281.txt,	Final cells: 58507
91284.txt,	Final cells: 33163
91285.txt,	Final cells: 98758
91312.txt,	Final cells: 178518
91338.txt,	Final cells: 75694
91339.txt,	Final cells: 42740
91340.txt,	Final cells: 39995
91341.txt,	Final cells: 15625
91342.txt,	Final cells: 3212
91350.txt,	Final cells: 74302
91351.txt,	Final cells: 25722
91352.txt,	Final cells: 95171
91353.txt,	Final cells: 107172
91354.txt,	Final cells: 155535
91355.txt,	Final cells: 383175
91378.txt,	Final cells: 8228
91390.txt,	Final cells: 86297
91392.txt,	Final cells: 215597
91393.txt,	Final cells: 278402
91394.txt,	Final cells: 378062
91408.txt,	Final cells: 320874
91419.txt,	Final cells: 27030
91420.txt,	Final cells: 27915
914490.txt,	Final cells: 205300
91452.txt,	Final cells: 102965
91453.txt,	Final cells: 28562
91454.txt,	Final cells: 8341
91455.txt,	Final cells: 43484
91457.txt,	Final cells: 134569
91458.txt,	Final cells: 135168
914672.txt,	Final cells: 14517
914673.txt,	Final cells: 12947
914674.txt,	Final cells: 46339
914675.txt,	Final cells: 74840
914676.txt,	Final cells: 38304
914677.txt,	Final cells: 44869
914678.txt,	Final cells: 29748
914679.txt,	Final cells: 96574
914680.txt,	Final cells: 123160
914681.txt,	Final cells: 18731
914682.txt,	Final cells: 216359
914683.txt,	Final cells: 205323
914684.txt,	Final cells: 66206
914685.txt,	Final cells: 705264
914686.txt,	Final cells: 380426
91469.txt,	Final cells: 6658
91472.txt,	Final cells: 779940
91474.txt,	Final cells: 54406
914816.txt,	Final cells: 183152
91521.txt,	Final cells: 34027
91588.txt,	Final cells: 4719
91589.txt,	Final cells: 2355
91590.txt,	Final cells: 2475
91606.txt,	Final cells: 9181
91607.txt,	Final cells: 762
91610.txt,	Final cells: 98071
91611.txt,	Final cells: 27295
91638.txt,	Final cells: 52058
91655.txt,	Final cells: 305
91656.txt,	Final cells: 807
91657.txt,	Final cells: 935
91658.txt,	Final cells: 2306
91659.txt,	Final cells: 10063
91684.txt,	Final cells: 186588
916909.txt,	Final cells: 54019
916991.txt,	Final cells: 4187
916992.txt,	Final cells: 311208
916993.txt,	Final cells: 296543
91734.txt,	Final cells: 46545
91735.txt,	Final cells: 70385
91749.txt,	Final cells: 3422
91751.txt,	Final cells: 15532
91752.txt,	Final cells: 2788
91754.txt,	Final cells: 339
917937.txt,	Final cells: 2736
917938.txt,	Final cells: 408
91904.txt,	Final cells: 91
91915.txt,	Final cells: 703
91917.txt,	Final cells: 615
91918.txt,	Final cells: 453
91942.txt,	Final cells: 23818
91943.txt,	Final cells: 22902
91944.txt,	Final cells: 8980
91945.txt,	Final cells: 17963
91946.txt,	Final cells: 4012
919984.txt,	Final cells: 4123
919985.txt,	Final cells: 3557
919986.txt,	Final cells: 3105
919987.txt,	Final cells: 1263
919988.txt,	Final cells: 24481
919989.txt,	Final cells: 41970
919991.txt,	Final cells: 138
919992.txt,	Final cells: 22150
919993.txt,	Final cells: 30338
919994.txt,	Final cells: 22675
919995.txt,	Final cells: 93921
92059.txt,	Final cells: 13577
92060.txt,	Final cells: 8237
92064.txt,	Final cells: 29256
92065.txt,	Final cells: 15830
92066.txt,	Final cells: 1273
92067.txt,	Final cells: 1604
92068.txt,	Final cells: 5603
92116.txt,	Final cells: 1254337
92118.txt,	Final cells: 46556
92119.txt,	Final cells: 120948
92125.txt,	Final cells: 86746
92151.txt,	Final cells: 496151
92152.txt,	Final cells: 55441
92155.txt,	Final cells: 230003
92156.txt,	Final cells: 40045
92157.txt,	Final cells: 54917
921796.txt,	Final cells: 74834
921797.txt,	Final cells: 51353
92372.txt,	Final cells: 99770
92413.txt,	Final cells: 88821
92414.txt,	Final cells: 48355
92415.txt,	Final cells: 35208
92417.txt,	Final cells: 7569
92418.txt,	Final cells: 10719
92420.txt,	Final cells: 6218
92421.txt,	Final cells: 3195
92422.txt,	Final cells: 463
92482.txt,	Final cells: 300694
925244.txt,	Final cells: 35744
92614.txt,	Final cells: 41968
92668.txt,	Final cells: 753
926939.txt,	Final cells: 22358
92763.txt,	Final cells: 601494
92817.txt,	Final cells: 57990
92820.txt,	Final cells: 30563
92832.txt,	Final cells: 521
92833.txt,	Final cells: 5059
92834.txt,	Final cells: 99
92835.txt,	Final cells: 27678
92836.txt,	Final cells: 4617
92837.txt,	Final cells: 14266
92878.txt,	Final cells: 34708
92880.txt,	Final cells: 284009
92881.txt,	Final cells: 34079
92896.txt,	Final cells: 100402
92944.txt,	Final cells: 474
92946.txt,	Final cells: 492
92949.txt,	Final cells: 3229
92952.txt,	Final cells: 1629
929555.txt,	Final cells: 8380
929556.txt,	Final cells: 9522
929557.txt,	Final cells: 7574
929558.txt,	Final cells: 10138
929559.txt,	Final cells: 10597
929560.txt,	Final cells: 8089
929561.txt,	Final cells: 6839
929562.txt,	Final cells: 8472
929563.txt,	Final cells: 76414
929564.txt,	Final cells: 8338
92956.txt,	Final cells: 1441
92960.txt,	Final cells: 2850
92961.txt,	Final cells: 1169
92963.txt,	Final cells: 1440
92964.txt,	Final cells: 1728
92981.txt,	Final cells: 63007
93067.txt,	Final cells: 21
93068.txt,	Final cells: 58
93069.txt,	Final cells: 582
93070.txt,	Final cells: 2
93071.txt,	Final cells: 6
93072.txt,	Final cells: 119
93073.txt,	Final cells: 22
93074.txt,	Final cells: 65
93075.txt,	Final cells: 406
93097.txt,	Final cells: 114370
93101.txt,	Final cells: 113101
93107.txt,	Final cells: 139
93108.txt,	Final cells: 1
93109.txt,	Final cells: 1
93128.txt,	Final cells: 1652967
93129.txt,	Final cells: 850947
93130.txt,	Final cells: 904366
93150.txt,	Final cells: 75105
93151.txt,	Final cells: 74771
931872.txt,	Final cells: 392123
931873.txt,	Final cells: 459552
931874.txt,	Final cells: 133677
931875.txt,	Final cells: 442727
931876.txt,	Final cells: 934423
931877.txt,	Final cells: 1022150
931878.txt,	Final cells: 75970
931879.txt,	Final cells: 28610
931880.txt,	Final cells: 758944
931881.txt,	Final cells: 876814
931882.txt,	Final cells: 756687
931883.txt,	Final cells: 931439
931884.txt,	Final cells: 1129870
931885.txt,	Final cells: 3839624
931886.txt,	Final cells: 420062
931887.txt,	Final cells: 14393
931888.txt,	Final cells: 327490
931889.txt,	Final cells: 2450689
931890.txt,	Final cells: 770455
931891.txt,	Final cells: 625269
931892.txt,	Final cells: 1457633
93237.txt,	Final cells: 38713
932610.txt,	Final cells: 208992
932611.txt,	Final cells: 141952
932612.txt,	Final cells: 108683
932613.txt,	Final cells: 689407
93338.txt,	Final cells: 86745
93364.txt,	Final cells: 790467
93365.txt,	Final cells: 509977
93366.txt,	Final cells: 738344
93370.txt,	Final cells: 309203
934258.txt,	Final cells: 30253
93427.txt,	Final cells: 53808
93497.txt,	Final cells: 295029
93540.txt,	Final cells: 26608
93543.txt,	Final cells: 81132
93545.txt,	Final cells: 17850
93547.txt,	Final cells: 23620
93549.txt,	Final cells: 713
93551.txt,	Final cells: 833
93553.txt,	Final cells: 849
93554.txt,	Final cells: 263
93556.txt,	Final cells: 1404
93557.txt,	Final cells: 5979
93702.txt,	Final cells: 2124
93703.txt,	Final cells: 2168
93704.txt,	Final cells: 10421
93713.txt,	Final cells: 915
93716.txt,	Final cells: 1539
93866.txt,	Final cells: 963475
93881.txt,	Final cells: 511002
93882.txt,	Final cells: 41677
93883.txt,	Final cells: 374864
93884.txt,	Final cells: 42463
93936.txt,	Final cells: 26199
93957.txt,	Final cells: 85198
939887.txt,	Final cells: 6105
939888.txt,	Final cells: 7091
939889.txt,	Final cells: 9919
939890.txt,	Final cells: 9273
939892.txt,	Final cells: 69193
939893.txt,	Final cells: 70604
93989.txt,	Final cells: 539120
940037.txt,	Final cells: 15516
940038.txt,	Final cells: 16002
940039.txt,	Final cells: 16520
940040.txt,	Final cells: 15219
940041.txt,	Final cells: 15640
940042.txt,	Final cells: 16162
940043.txt,	Final cells: 15897
940044.txt,	Final cells: 15971
940045.txt,	Final cells: 16103
940046.txt,	Final cells: 16230
940047.txt,	Final cells: 14887
940048.txt,	Final cells: 16146
94015.txt,	Final cells: 149804
94016.txt,	Final cells: 109734
94017.txt,	Final cells: 56658
94018.txt,	Final cells: 31165
94019.txt,	Final cells: 8075
940381.txt,	Final cells: 1999
